timestamp,temperature,pH,dissolved_oxygen,temperature_norm,pH_norm,dissolved_oxygen_norm
2024-01-05 14:00:00,23.578664641668375,7.04818786984672,2.616218694601117,0.4084403208534663,0.15088544578797514,0.03864052833469203
2024-01-05 14:30:00,22.315660843834625,7.076955210675767,2.4252342526505837,0.15698102590206503,0.22007418362495776,0.0
2024-01-05 15:00:00,22.757351485220532,7.112528290396533,2.5798522981234804,0.24491996754264458,0.30563150021811814,0.031282773120847304
2024-01-05 15:30:00,22.010114351620118,7.092149276458494,3.0735868909624813,0.09614787113331963,0.2566176458923317,0.13117659342142687
2024-01-05 16:00:00,22.149966225983768,7.097837364526573,3.065678070401443,0.12399185211376673,0.27029814686302145,0.1295764578194811
2024-01-05 16:30:00,22.42447858421927,7.035526213052683,2.895813904610697,0.1786462277979418,0.12043271615576859,0.09520904524780059
2024-01-05 17:00:00,22.08421835219573,7.0245472371927224,2.9163605160002426,0.11090169829502908,0.0940270262100936,0.0993660954843077
2024-01-05 17:30:00,21.747674082770054,7.056328545683332,3.0430930187972374,0.04389700293713394,0.17046470024956448,0.12500698442395275
2024-01-05 18:00:00,21.821174072685007,7.070034363085105,3.260345840069406,0.05853057385326997,0.20342875531075755,0.16896220774174184
2024-01-05 18:30:00,22.18700971448605,7.1117011758425654,3.057839266197024,0.13136707103021059,0.30364219531935543,0.12799048813065478
2024-01-05 19:00:00,21.88555668949258,7.040686780938826,3.3397434453384642,0.07134891015386267,0.1328444708843721,0.18502616240094055
2024-01-05 19:30:00,22.206355582372918,7.151789656132399,3.188184188933091,0.13521876039757344,0.4000595656122575,0.15436225238970772
2024-01-05 20:00:00,22.279342152407075,7.117215359560652,3.7320531468695846,0.14975011135090288,0.31690443648105626,0.264399403399881
2024-01-05 20:30:00,22.250393232516075,7.126536975770613,3.9093508989114385,0.14398649053053716,0.3393239873182596,0.3002708007843072
2024-01-05 21:00:00,23.121772459958233,7.12740593907079,3.8061882401524745,0.3174748098402027,0.341413943227745,0.27939863131256354
2024-01-05 22:00:00,22.493714353335598,7.221155629725221,3.8808375159288397,0.19243080842807994,0.5668926486643695,0.29450189012433625
2024-01-05 22:30:00,23.28124671396217,7.218263809342401,3.929548549756441,0.3492255326357401,0.5599374906076154,0.3043572483074655
2024-01-06 05:00:00,25.616630663994375,7.401233301047881,3.9661276393314884,0.8141916732943428,1.0,0.31175803620802106
2024-01-06 06:00:00,26.530539049253157,7.3235707235669105,3.9611637917332185,0.996147387601385,0.8132126377266812,0.31075373611000723
2024-01-06 06:30:00,26.24100603788541,7.287928792449313,3.789736973928073,0.9385024565025527,0.7274897256663061,0.2760701632332097
2024-01-06 07:00:00,25.552009161089632,7.3857400742672255,3.4987202164077793,0.8013257756723426,0.9627370213901267,0.21719080557461223
2024-01-06 07:30:00,25.72670054680601,7.295873406471854,3.3437743227037773,0.836106172027181,0.7465974290890205,0.18584170124513807
2024-01-06 08:00:00,26.04877859486554,7.278462282239367,3.342680663453182,0.9002306972449848,0.7047216882227572,0.1856204289214371
2024-01-06 08:30:00,25.409789314177775,7.259932839517664,3.454634092880979,0.7730103402841909,0.6601562637590961,0.20827117270867812
2024-01-06 09:00:00,25.525168419409656,7.248173472494441,3.2058944983065345,0.7959818851865059,0.6318736440017249,0.15794545374460106
2024-01-06 09:30:00,25.411181371374784,7.218751871938824,2.9070302358763023,0.7732874936244203,0.5611113368533501,0.09747836604510496
